757220xd1052348	0101-BF0C4981
762220000801000	3e19a1098ec44743917dcbb286e9cf67
762220000801800	afe036b54d7145b381278592fb8de939
762220000802600	80bb118f6b774f759fd6f7356d75b207
762220000803400	d23dc4cb7bfd4280af92eb1d85437613
762220000804200	ae1549751fd944d1b77c4a7822ef14ef
762220000805000	47ef39ef566b41608257cb0a51964af7
762220000805800	bb060ff4324f4c73bccb3580f2ac3265
762220000806600	70732574f1f84c2c97aec0416185840f
762220000807400	8a4f285c8e144d48ac2ba68500f8e311
762220000808200	5392a782ee85442094287e9059b51582
762220000809000	ad7835f440c8447990c855e8b8d015a2
762220000809800	40c766bbad064e30938c22b0e9817850
762220000810600	113075d513e34ec0a40d58fe8b9b6582
762220000811400	131fcedb131b4adfab610f4ed4d54530
762220000812200	270c53e4a2f0413cb6f4dc501ae4764a
762220000813000	b59dfe3043404766b86530e676c570cc
762220000813800	b0e5664b213e4b30b344cd01c272e01f
762220000814600	4bca33f7e0114edfa27b48d7ddd22e15
762220000815400	9282fa49189340bab4d99f1d3b839c1a
762220000816200	8b9affbd07534150a6e6123a36c1a057
762220000817000	1f333209a2aa4960b76b135bd060effd
762220000817800	15e0299be4814c1f9ac5a74daeb76572
762220000818600	b9cfaf7ed3d04540bcb9164db7bc2497
762220000819400	1492fe5172d048ad9e4e0962d65ed291
762220000820200	bd60f167efe84a039db5efdbf86857bf
762220000821000	cfdfd7f4d75c4acba8ff08a35a86b1ef
762220000821800	615aff47c5a14b44b045a71afbebb6d8
762220000822600	14e4543877334876b99ecc47e7e8535a
762220000823400	f8042d38035e4774ad3d63cec8e89318
762220000824200	db3d0634ae8645a1b52b0034a1c79211
762220000825000	45a28bc8863a402d9820aec15f0e157a
762220000825800	f799a126afc74f85bb7242c037204b6b
762220000826600	81cf9a8682d14c27b08919aa5aab9ebe
762220000827400	d0b696c59eb447b5a703ce9f2f6dabd9
762220000828200	cab3b1b3f3764855a98a624c1414a8bb
762220000829000	65e4cc6515d2444bbf2e96bd064eeb60
762220000829800	575ef5d1c19c4d6cbd7fb080c226f7bf
762220000830600	3148c072e544473bae25b64039cfce35
762220000831400	b0503a55f41e484d85c3628c8c2aaa94
762220000832200	11269145ddfd4a0b97ccfbbddd4ebe4b
762220000833000	c28944ea9ab34658ae43e5238044498e
762220000833800	c4cbfd612e9946c989c1d22299e13878
762220000834600	64e214d0701347039c829eeac22bcb89
762220000835400	b6332618897d4ed899c3d72b725d32ad
762220000836200	0e9fd6f079ed45299944cb87831c85f4
762220000837000	3c9f58a747cc403f9bdce1db48cde42f
762220000837800	5abf3bfab88d4a95b5b565148d15f425
762220000838600	fea1fe6e19a44516bdd4487aca398253
762220000839400	0389180aea5f4a9f9b71ff7d003608c2
762220000840200	cdb1d61a858c41788c3cd83f8af4ff07
762220000841000	a8fe9118007e46cbb007ec4e6c6ff8b5
762220000841800	4c07b90d36fb4e07b4f82402735d8858
762220000842600	d8088d4cdd82453b8c3f409bc1559789
762220000843400	1030f3e6a5454080b347488462a00064
762220000844200	be079b9bae90446f9da05377dcbd6416
762220000845000	e71c78cbd31a447cbab10cd19271bdd2
762220000845800	45bb31ca29b44cefbd723d08705d1e0f
762220000846600	1eae7f6618894a39851ff9f106eba759
762220000847400	4b613a816b8a49db9091edeb49b22360
762220000848200	cf47f30e633048209b6463fe1cd240cf
762220000849000	30c4b7133237489ca53e5ba9ea8476ff
762220000849800	32a508257fb2445c89d7baa67e5bab9b
762220000850600	ce0a443732e84df2ba54f01addc93ee1
762220000851400	78e7d5adebcc4ae68d387e95cdacf906
762220000852200	387f8500c28645bd8c9abbc333f22b24
762220000853000	b0f74f71b6b646d38295072ee84eb9b7
762220000853800	29ec7aed45094db88d904701b9203d1e
762220000854600	1daffe8eca0a43daa34e84c03c1db67e
762220000855400	ba849f7debfe46bfb69bc68b4ddb1c68
762220000856200	7fcdc08dac984f998cabc7091c21c204
762220000857000	d2f2a2b2d8c64b1693c735c084593462
762220000857800	680696be59594909b3800a7496dfd1d1
762220000858600	d477ce2cdbde4f968187fa7821ad96ee
762220000859400	55af0eaf06f64e719cb1b8ba91052cdd
762220000860200	60d82bf3eda5444188907b7afcc9d6ab
762220000861000	ab61b089de244971be6a0e6aea894f34
762220000861800	a8d765eaf31245598aa6f1e3754fbe75
762220000862600	d941325ccda045cc8b35b08867add46e
762220000863400	097b4e2b19eb4a5fa050353b230a9bef
762220000864200	d1b40d044d4547ee949ac7b98ee48d65
762220000865000	0d9de5e6a4cf4da78bc7d56abf3034b6
762220000865800	c425f72f625c45b5b993ad78cca7feb6
762220000866600	34b105335c194d84b55b02583f84c84b
762220000867400	be9b30ee30f1404ba5da4c59cdf7ec03
762220000868200	3954c63a0ba94639a7744323966a684d
762220000869000	2c7fcdba4414498987508d5c02498db4
762220000869800	addc72dd016e4999b557981c92e46e93
762220000870600	7348b2a8659c48b7b264d27b95dd2fa4
762220000871400	cd3e0f9dc5f146bdbdf8de38f2bc0221
762220000872200	216cdcacecb3460f8577eb773d90d0a3
762220000873000	883a530fad8941a1ad9e5fa38f524334
762220000873800	7874199bdc89463cab1063315971c069
762220000874600	d3892805006646fdbd8585da8ee0823f
762220000875400	3b70dbfe68cc4fadb40696bbafc69975
762220000876200	312357026f3f49b5b488be4087a65f37
762220000877000	89499bf1ab934d84abc0ffc9819d62f5
762220000877800	494e995c2f8940ec8d5a2dd022691141
762220000878600	fbd1a5a510c94d33a3455615561944ae
762220000879400	e1cbde2039cd4cde99f93b03c950e5ec
762220000880200	2271006cdf994144bd7cdc1c2b998e69
762220000881000	1864a5672c904e0cac84cbff296a63e7
762220000881800	e3e65f39972c428aba9311a413de22f8
762220000882600	b76467e82d70456593a7995c1fdd0cd4
762220000883400	b11afb2143704444b7cdb7ae64ef206b
762220000884200	77fb5e35bd3a41368a7ae00910753f4d
762220000885000	33e65ffafbe747278d967605b85f2c4c
762220000885800	84cee13a3f104e21a65cf5baad5b428e
762220000886600	6c0b8ec890b34576a7ad48169b50a5e3
762220000887400	6bdbabe8916e4838b9adf068a7fdc6a6
762220000888200	898d258c36254aaba5aa082be7d07780
762220000889000	7d68ac2a380c4c75a2c32aaea00eba65
762220000889800	f7e98f017812470b9475e87da44c216d
762220000890600	b568134302554e2b837c3efcb8445beb
762220000891400	c73e1d836b51460d99da2df2f8057e36
762220000892200	a7b03a74425a49baabb140e907363e32
762220000893000	59c920789f0d4fc3a1e0fca3e0b5d55a
762220000893800	aa5183916bc3447e8904969deec8eae1
762220000894600	c2033398398c4bec8a450104448112f7
762220000895400	35978d61b1bd44bc9997fd5aa78ceb01
762220000896200	840b517e8ccf4aa5a20706aef527bf6e
762220000897000	3a82cbb27e304941a144e4ffad3d99bc
762220000897800	e25e6152a5024797875e45dd15f7622e
762220000898600	af1e12c552a84c3dba0fd899eedf39f0
762220000899400	4ece23a81b0f4c99a40966bb6e876452
762220000900200	98a335bc2a8a40439aee16fa430e54e5
762220000901000	1092dfeb607040c896849e0901a60bd3
762220000901800	ff78e7e2e95643e6ad1d5699f45ed2a1
762220000902600	385ebda66ee54682aec7942acd1583b0
760220001616100	de1c0a3e22d94776af65e259794a91e5
760220001616900	fdb5ced216694d0d8bbae66b9ce88c02
760220001617700	b87b7fbc4bd347e8ad0896bc5f220fd5
760220001618500	2c7a8cc6cd274d66b814435ddbddfd14
760220001619300	ea0c18bf27fd4dbfa817c367104abeb2
760220001620100	8dfb7a275b1d4c10aca0fbf4832ff91d
760220001620900	1821a409447b43c891f91d220885a1ab
760220001621700	a53eb4a501e74cc5b64b710628031eeb
760220001622500	bbe89853965f401095354e30c785547d
760220001623300	a5890de0123f431cb71ffe331f357e01
760220001624100	f01996e24c1f4327ae32f48060976545
760220001624900	c430d84fc3b74bb69bdfc1cbb3148b7c
760220001625700	96fab0ebca704014a310accd6d2370f5
760220001626500	5be7314ef1c0492a80213fbc4bac47d7
760220001627300	b289eff633a648e5abc8f4ea38ce2ca7
760220001628100	5572fd02d9794ea6a7705e081529ee9f
760220001628900	89098fed8664404ba339d218e9756324
760220001629700	19300e7ea3ac4396a03ae03ff4e3d739
760220001630500	dcb0a62c64384ed6a6f33905c4528ae1
760220001631300	aebefd2bfbde431c91cfff3ca8fda84f
760220001632100	2471fcdb3a604a728af7d3724d93e91f
760220001632900	b0dd0e46a9a64fb4b7bdd1d321d0ec43
760220001633700	2317d8e69aa24b53a8eac91b45a798c0
760220001634500	7cbc64fdd85f4fb794995d7d7f027e40
760220001635300	c448a4c8887e4cac902b644f53148023
760220001636100	9c48f9a4a4d743d3bfe2671a5edd30ef
760220001636900	22db5a9813bb40a8a188888df8031df8
760220001637700	67119ac2218949b9ad7f70e73ad4f373
760220001638500	a182cdc1a20f45cca8e1987e87897632
760220001639300	cc34e8b86ba64406950bd58a8b88727d
760220001640100	71c5add14afc469e9a0b3f1b29103552
760220001640900	8e22177e3f1f40868e721b98f650d21c
760220001641700	7402edeb2a434333abaa2c9a7143e806
760220001642500	5e66266b88b842dc84341e24e6d7b0bf
760220001643300	c99a3c29a88b4cefa74e83cd8e05672e
760220001644100	3abd15e63cc647b7a20753dbc73fd757
760220001644900	bad989656cbb41b98e76fffadbc20a77
760220001645700	ab4171b0274f4697b0df80219218a6be
760220001646500	3fb7bd0d55ce4afbad63805d9a228a71
760220001647300	81121ac9873d40a5b7e1b7cbb0354f8a
760220001648100	6fd757f5a259449098d4a0d14a417413
760220001648900	3a3f3e03860e4551846ddfcc772b3955
760220001649700	5dab4d3b7cf343c1aca70d98842c2965
760220001650500	3f7b37dbdc3448c491086b68bf2b25b2
760220001651300	663ba96fe1394f5c89ac54520276187f
760220001652100	efb7d46fe6a1411f9b4abe130244f4f7
760220001652900	9fbf8f75fa2d413a86735d51f05b0356
760220001653700	d6269152efa3438a87b064a0b647f7a5
760220001654500	178475f93d714db3bc18e5f3dc0518a1
760220001655300	03f2b63cf0fb44e9b9d0eb548036e267
760220001656100	35db46fc3bc443b6ba04df7e60dda257
760220001656900	e6214b179aa74896bf2ec3d18e439eab
760220001657700	db60697f11ed46e9b1b6fa8279f56c36
760220001658500	716e56796e42476e9586092cc2e2ae69
760220001659300	a2bc095c053a4185ae5f18faed6cb718
760220001660100	ac7c58a0ed4345828db8fdfd92819132
760220001660900	fc69824687044c6986d8b62561637039
760220001661700	6cc8fe4b9ef847e9a8441b7bab83d3d0
760220001662500	f027c081616c4cae905a35d37bedd36b
760220001663300	99adc3c8b3fc431593ac2bb2b8fb9cc4
760220001664100	a362d94bdc704c54952815637d1555a7
760220001664900	ae30980444754c49a1621ea764567d19
760220001665700	13d11eca6d4a4a60997230a27bf320ed
760220001666500	e429b4b12cac4bceb0a76201614e5a3d
760220001667300	9557623e7935470bbc1263936a355351
760220001668100	b0fe2066a4684ea6b4ff94813f9237fd
760220001668900	68fbe1cc0e694cc89d8359d6e81487ec
760220001669700	cc4f17275f694927b79ee604ccfecb1f
760220001670500	ae3cc46f3ae04dc9b55966aa17b741ae
760220001671300	0f97e802498f4e79b2b1d4ed79e482ca
760220001672100	7e82c7d0b5564a0b9057928863a0124d
760220001672900	dbc45e6fb46c4f77bd5b7952f938614f
760220001673700	357d124e57f24b02a05142897cf8887b
760220001674500	999382de9d1540d8836527a8a02f8a01
760220001675300	1e20ad6307284ac398aa6e081d0c1d8d
760220001676100	caca0d6fbff143799ff6b67ba5ca659e
760220001676900	cb82c68150ab40de843ac865c2a926bc
760220001677700	027f7e9a5033442395a5cdc5b80e9fa7
760220001678500	7968356dad3c4f83ae16217fee61765f
760220001679300	5bf150240ea1447a90ead2c12cf48f27
760220001680100	5fd461eb4a8f47c28a415766bd02d1fa
760220001680900	9421686aea2d4dcaafde21c41a2f0ef7
760220001681700	021af91453d0495d9bf22b3bcb58b8fd
760220001682500	672936e572ca4849a7dc0b1a300162ae
760220001683300	f99b0ccd6ebd49eb853f396c3cdf34d7
760220001684100	9b86e5e016a241e39181229a5ce445fd
760220001684900	2ffc7412a1774c919a9218b45c03f5a9
760220001685700	2ba47895989248f298163831b39e5642
760220001686500	efda153b83534fc6a0e01f20f98bd791
760220001687300	9d4a37769b504935aff3c908c2c7030d
760220001688100	e408900390974c93aa9f9f60c22284d6
760220001688900	0e06db22abc645ca90dc8c0863bf0eac
760220001689700	78bb0962629f45fdb866c42bf195258e
760220001690500	38c8018a66b548af900b52da3ab88993
760220001691300	0601fc73098b4f2bb7468024c518a622
760220001692100	d5df0f517acc4f67adac86faf0831df3
760220001692900	893f0e6c30cc4cbe9469a00f949706a3
760220001693700	57c6d0e75667420c881c8e861448fe54
760220001694500	f9e75770461548439e74bdfa791e664b
760220001695300	e92db209f6e0484c9ba9bc109bcc8e81
760220001696100	5bd8bb4bd22f4a69b5e5c13942e5dbbe
760220001696900	c629cb6c287d43f19e1b89b73c8f6821
760220001697700	1b127c68d3664cfba41dcb226b34de4f
760220001698500	4df6ee3d7cf94b5e8f322d151e3c70b1
760220001699300	d2e6e9197fb14cf59ded67a8fa80d3e5
760220001700100	633da4eaf1de4ef080b0f1104cb49b61
760220001700900	9df14f12b5164e549dbfef573cb265db
760220001701700	e37820a98c4548d0be500bca5390a30d
760220001702500	ed1ff8a0af124de8af582ca1cc12fd49
760220001703300	a286c9bbe94c4a8b8f4d4ade4ca00259
760220001704100	d58cf2f231b04ad9a37312901256fc74
760220001704900	94d665797f31412f911d63a96075a247
760220001705700	b2bd34038d36419092fb2cd34b1ac08b
760220001706500	b6e81c04504e48439f9816e11a130108
760220001707300	a964d9fd31c44630aae9fa27385e7c2e
760220001708100	7c36557bb81043bc89bbaa388c3628bd
760220001708900	1a43dcc214dd4f38a8670e88b2916614
760220001709700	3bb0b48044444592b9f1ade340b001db
760220001710500	7b89d631f4e349fcad5d8ea8fe998adb
760220001711300	ce35137b45994caab6ae5cdcbe1aa5cd
760220001712100	49b002c51964404dba65c86f070855e7
760220001712900	cf07c90eaa9944989178aabefbadef7c
760220001713700	080886605c0b45e8a6a65e1d92412060
760220001714500	36a939fc6ab0485fb06cbf3115dfd023
760220001715300	2b72dc631f604f3aa0d4bed1293e3618
760220001716100	79b22a9d8dfc481ca55024a9263f2b5f
760220001716900	ade32e7bcf3645bfb5096e928d519a31
760220001717700	92974a3e27f94e4386d80ca66928b92d
760220001718500	58a82126eb7e486bbaf748980de81c11
760220001719300	599fe0240e35440e8f148b1c8b97b386
760220001720100	4acd183e4cab4d4e8f4f28b975677fea
760220001720900	d276e10522c648bbb2d93f962a5c88af
760220001721700	8c343f2dc0274a228ce5c87a3987a6a9
760220001722500	5db8defcb0ef42deb94fd17314ad93bd
760220001723300	e490204fbb094370aa76d334c8fa6f3d
760220001724100	eb41bd2dbb8b476da77716782937f79f
760220001724900	c0110aac62b544f7850184cb40effb0f
760220001725700	adfeb9d1f0904604b33a5f4e0dd3c829
760220001726500	df8cfb3df8b94a6882b25af38dbb6829
760220001727300	e9509615720e492d868d528e56b98e24
760220001728100	ed68ef2a7d5c4dfc811456c93354c662
760220001728900	ac82af3183114086974c5cd219b8f576
760220001729700	85fc3690475c414b8b5a910221e4d742
760220001730500	8a6ba35bb3154288af58b218ac759629
760220001731300	c84eab1d7c2743c1825d94c69b7e80ae
760220001732100	4f63db68acd34ae381fae189845f110a
760220001732900	2a1dca9979f74f89974fbcb9f5287a00
760220001733700	4eb22ee14bd4416fa98a7c78ac47d3b8
760220001734500	c354d3dfa4c64737a04af63693868d3b
760220001735300	9cd15a95fd264bac86fcd2b8a740f3b0
760220001736100	20d8acdd8d4e41a384d9485b49814c00
760220001736900	730b874514e04848ba8fd9cd7a1ccf0f
760220001737700	df7242c6757e4475b98674a95c2bf923
760220001738500	24b5a1325be84c6bba3c6af1d6d7eec3
760220001739300	c53ff82faff04d7fa50738d85adc6612
760220001740100	911c4299aeb4434cbd038da15c649e27
760220001740900	82aec17ac8f740329e06a113f8e0ca2c
760220001741700	3b31aef2f4a9431c9b44d935fe098adb
760220001742500	c080a339af664d88a0d2af7acb7ce7fb
760220001743300	96de22f9548c401f9f041e07eaa3b9b8
760220001744100	7bba4911c487431ebad02928b9543011
760220001744900	57bf6e594d03400cbc326641256fdff8
760220001745700	5461bd20a03443a7991d1fe673b45ba9
760220001746500	7d23ff333c40408bbc2ba93fe5c4485a
760220001747300	3e0f994a8f1e4f20999ea3fb2c965d36
760220001748100	6fa26edabc4f48bf87dd848227952d80
760220001748900	211a299f05cd40d0b396506daafc7297
760220001749700	0669d103c1ec4adc90806fbc0d90d156
760220001750500	2a847be0c8cc43c7a3997cf495b47f60
760220001751300	80b36b0ad03e4eddbd39cc7cf1350de6
760220001752100	3c5b3bd0c2044208bcdecbb97ec7395f
760220001752900	2e3c6c30b1c94fbcb02c0b790efb3426
760220001753700	8affae9b5de547f6961f6a7a9f280e69
760220001754500	abf698fabd0b426eab4f04dacf66b481
760220001755300	88b3f8b0ab714c62b51fb629ce019610
760220001756100	0424a32f4fb74978bef132060773b403
760220001756900	64646f4ffabd47e1bb794e1bb7643e67
760220001757700	5b94b58e29744f2d995be632ec2767b4
760220001758500	4682837c8b9f47db88d5fec60d762d83
760220001759300	036258a5695145b5b3485cacce4a691b
760220001760100	ddf3a7a71dcc42af8b408a2712934708
760220001760900	66436841f6c54b73997efc8190095107
760220001761700	d61d03b05b974942a511307a4bbd910d
760220001762500	59c1b26c91464876b0d99386dee34284
760220001763300	61da994ce73d4f508bc3c77dd394dc14
760220001764100	eac32544a83549cf89b132b46c928e1c
760220001764900	f9d4189930de4e3b82dcce21327c9594
760220001765700	8184f489a5644884a39c5bb2b91b8b25
760220001766500	83707d9d410f41f9b78dca6d2702de72
760220001767300	63a2dfc723bf4114a4e53d602405b90c
760220001768100	273fab04bc354587949fcb32970d2735
760220001768900	ce5998a3e91d402d9f66a92285a6d891
760220001769700	1d83d2004a1148b0b1ff4b40f491d17d
760220001770500	264d04c0fb1541ff87c55b42646952cd
760220001771300	cd0ba268e7184843bd256bf73fbe40ec
760220001772100	a2844994a7334cfaaab16dbcd1a3aa6f
760220001772900	01fb3eecf42047cea1f76e48e7b9d9c0
760220001773700	d76b144c9f8c479d9e505d3173dd2324
760220001774500	9bf04d5641cc4eb485effef2310f7bce
760220001775300	b993d3d589604e7b8eab43c3450b93cc
760220001776100	ca154f750abc424cb29283747ee127c2
760220001776900	fcb2ded325854eb1bddced9bd86372c6
760220001777700	6c64f15e9381488998bbcaf21d629724
760220001778500	5a9ed27d18e64e8ebbc2c21e7d9116d6
760220001779300	dbdedc9dcaad4db1a53af8448ae6048c
760220001780100	7e44615bda02495896e83ed4711b53a5
760220001780900	94c7d995eac648f8a5b28b669e393820
760220001781700	25dd5638ea36495881a23f0cce94d30a
760220001782500	41e0ba69fb6e4f7c87f2fd8905304f31
760220001783300	80b525168b514077a3ff2c3ce6c99a58
760220001784100	32a0111b4d5c4e61996c2d3d6b12a6aa
760220001784900	ab79749bc81a4a349388ac8864e6bd48
760220001785700	5ddafd52a88c4ea5a6c4e25cbe6857a0
760220001786500	6823c0b7aa0d4c33abe38bd43cb5c518
760220001787300	0a2e43df18e9470cb92c76a6498122e6
760220001788100	42dc3bd3dd25449a8f53698fb79a00ca
760220001788900	ba9350b9af7d45a1b613a2bdb07c5583
760220001789700	f021209fe454483d80caa2b688b33ff7
760220001790500	d893389df2f84af597736d35552190e9
760220001791300	21469a06c6674a699719ae5673cd665e
760220001792100	7fc668b691ee4df988f960dd0060842b
760220001792900	4cffe08e666f4b6cba19a81690131aa0
760220001793700	6fe093b0046f4ddd91fb7bd0c03175f9
760220001794500	c7d6effafa3e42948ed00617bf1b08f7
760220001795300	39f789c3fbac4d969ad2af07d317b8a5
760220001796100	3d65de289de14c7cb0944375b2659184
760220001796900	41c27fa5d65e4257a9b6a7d31d700810
760220001797700	2a2bf313dae0426ba71c583ed8cd1e6e
760220001798500	f799cdf82501446e8faa15cbd0b8f709
760220001799300	59f68f18ac77431ab65f1dba410bf7cd
760220001800100	e9e9a08280c54edfa61e4e217a103934
760220001800900	2fb4eb822e17497c9ff9fd757a9dced7
760220001801700	7ac24d145b864fa791c79d0aa9c81d3b
